food_id,food_name_original,scientific_name,food_group,food_subgroup,variety_name,collection_area,district,province,food_state,edible_part,edible_part_percent,inedible_part_percent,lb_ratio,kernel_weight_1000_g,energy_kcal,water_g,protein_g,fat_g,ash_g,crude_fiber_g,carbohydrate_g,reducing_sugar_g,calcium_mg,iron_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,total_carotenoids_ug,vitamin_c_mg,nutrient_basis,source_document,source_year,source_page,source_table,source_figure,extraction_confidence,needs_manual_review,notes
NFD-00066,"Mango, Bombay",Mangifera indica,Fruits,,Bombay,Sarlahi,,,Raw,100 g edible part,51.19,48.81,1.35,,63.00,84.24,0.57,0.60,0.15,0.17,14.27,6.45,17.44,0.26,10.49,125.39,1.34,0.10,1195.33,27.89,100 g edible part,Nepal Food Composition Database,2024,"33, 39, 39","Table 5.1, Table 5.2, Table 5.3",Figure 5.9,HIGH,FALSE,
NFD-00067,"Lychee, Seedless",Litchi chinensis,Fruits,,Seedless,Bara,,,Raw,100 g edible part,79.15,20.85,1.07,,58.00,84.58,0.96,0.24,0.48,0.50,13.24,6.49,6.76,0.67,25.31,158.36,0.44,0.92,124.00,31.23,100 g edible part,Nepal Food Composition Database,2024,"33, 39, 39","Table 5.1, Table 5.2, Table 5.3",Figure 5.10,HIGH,FALSE,
NFD-00068,"Lychee, Patharia red",Litchi chinensis,Fruits,,Patharia red,Bara,,,Raw,100 g edible part,64.19,35.81,1.16,,53.00,85.00,0.89,0.25,0.47,0.53,12.86,7.39,6.28,0.69,23.19,161.15,0.58,0.22,105.33,30.83,100 g edible part,Nepal Food Composition Database,2024,"33, 39, 39","Table 5.1, Table 5.2, Table 5.3",Figure 5.11,HIGH,FALSE,
NFD-00069,"Banana, G9",Musa paradisicia,Fruits,,G9,Banke,,,Raw,100 g edible part,29.89,70.11,4.13,,101.00,71.01,1.17,0.39,1.07,1.09,25.27,10.65,7.60,0.19,21.77,333.93,0.29,0.12,235.00,7.77,100 g edible part,Nepal Food Composition Database,2024,"33, 39, 39","Table 5.1, Table 5.2, Table 5.3",Figure 5.12,HIGH,FALSE,
NFD-00070,"Papaya, Local",Carica papaya,Fruits,,Local,Doti,,,Raw,100 g edible part,86.07,13.93,1.43,,21.00,91.56,0.54,0.21,0.58,0.99,6.12,2.75,14.56,0.20,17.09,170.75,5.34,0.11,2229.67,42.84,100 g edible part,Nepal Food Composition Database,2024,"33, 39, 39","Table 5.1, Table 5.2, Table 5.3",Figure 5.13,HIGH,FALSE,
NFD-00071,"Gooseberry, local",Phyllanthus emblica,Fruits,,local,Doti,,,Raw,100 g edible part,89.49,10.51,0.90,,32.00,81.29,0.46,0.20,0.48,3.76,13.81,2.49,19.41,1.19,21.58,231.91,1.42,0.08,61.33,257.19,100 g edible part,Nepal Food Composition Database,2024,"33, 39, 39","Table 5.1, Table 5.2, Table 5.3",Figure 5.14,HIGH,TRUE,Spelling variation: Gooseberry vs Goose berry in figure caption.
NFD-00072,"Guava, Local",Psidium guajava,Fruits,,Local,Doti,,,Raw,100 g edible part,97.89,2.11,1.18,,20.00,83.05,1.61,0.38,0.80,4.95,9.21,3.22,16.90,0.34,22.59,265.55,2.37,0.21,844.67,213.80,100 g edible part,Nepal Food Composition Database,2024,"33, 39, 39","Table 5.1, Table 5.2, Table 5.3",Figure 5.15,HIGH,FALSE,
NFD-00073,"Strawberry, Tochimeto",Fragaria ananassa,Fruits,,Tochimeto,Nuwakot,,,Raw,100 g edible part,97.84,2.16,1.34,,36.00,87.65,0.95,0.60,0.51,1.28,9.02,2.43,16.38,0.36,30.05,145.31,1.16,0.14,243.00,10.37,100 g edible part,Nepal Food Composition Database,2024,"33, 39, 39","Table 5.1, Table 5.2, Table 5.3",Figure 5.16,HIGH,TRUE,Spelling variation: Tochimeto vs Tochiotome
NFD-00074,"Watermelon, Local",Citrullus lanatus,Fruits,,Local,Sarlahi,,,Raw,100 g edible part,61.42,38.58,1.04,,18.00,94.71,0.53,0.73,0.16,0.22,3.65,2.63,5.45,0.15,10.08,125.83,1.54,0.11,3808.33,46.21,100 g edible part,Nepal Food Composition Database,2024,"33, 39, 39","Table 5.1, Table 5.2, Table 5.3",Figure 5.17,HIGH,FALSE,
NFD-00075,"Chilly, Akbare",Capsicum Annuum L'vat cerasiforme,Vegetables,,Akbare,Bagmati,,,Raw,100 g edible part,95.42,4.58,1.03,,52.00,85.45,2.81,0.67,0.62,0.94,9.50,2.34,14.67,0.49,21.33,337.11,2.31,0.24,2485.33,157.80,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.18,HIGH,FALSE,Scientific name formatting contains quotes: L'vat
NFD-00076,Yard Long Bean,Vigna unguiculata subsp.,Vegetables,,,Bagmati,,,Raw,100 g edible part,99.10,0.90,21.49,,22.00,88.77,2.74,0.16,0.78,1.53,6.01,0.41,45.15,1.02,55.52,339.01,10.34,0.59,829.00,31.56,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.19,HIGH,FALSE,
NFD-00077,Cucumber,Cucumis sativus L.,Vegetables,,,Bagmati,,,Raw,100 g edible part,6.54,93.46,4.03,,16.00,95.25,0.37,0.09,0.39,0.45,3.45,1.46,11.79,0.57,27.99,185.73,6.17,0.15,160.00,5.93,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.20,HIGH,TRUE,Suspicious edible part percent (6.54 vs 93.46 inedible)
NFD-00078,"Pumpkin, Round",Cucurbita moschata,Vegetables,,Round,Bagmati,,,Raw,100 g edible part,26.40,73.60,0.88,,26.00,92.03,1.42,0.11,0.63,0.63,5.17,1.28,12.63,0.50,28.71,186.26,5.49,0.12,1116.67,12.61,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.21,HIGH,FALSE,
NFD-00079,Fiddlehead,Matteuccia struthiopteris,Vegetables,,,Gandaki,,,Raw,100 g edible part,100.00,0.00,67.84,,32.00,86.76,4.33,0.34,2.67,1.06,4.84,0.48,36.88,1.41,115.27,418.43,26.35,0.83,3957.33,25.85,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.22,HIGH,FALSE,
NFD-00080,"Pumpkin, Madale",Cucurbita moschata,Vegetables,,Madale,Bagmati,,,Raw,100 g edible part,99.03,0.97,5.12,,24.00,90.94,1.02,0.05,0.55,0.93,6.52,2.06,26.31,0.28,27.74,175.25,4.02,0.12,1249.33,13.55,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.23,HIGH,FALSE,
NFD-00081,Black mustard,Brassica nigra,Vegetables,,,Lalitpur,,,Raw,100 g edible part,91.29,8.71,10.75,,36.00,90.60,3.39,0.26,2.04,0.74,2.96,0.12,56.45,1.09,98.43,627.39,16.04,0.55,4750.67,83.07,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.24,HIGH,FALSE,
NFD-00082,Garden cresh,lepidium sativum,Vegetables,,,Lalitpur,,,Raw,100 g edible part,,,8.35,,35.00,82.73,4.66,0.38,2.18,2.50,7.55,0.86,204.79,9.57,39.06,362.76,24.16,1.18,4344.33,42.11,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.25,HIGH,TRUE,Scientific name is lowercased. Missing edible/inedible percent in table 6.1.
NFD-00083,Spinach,Spinacia oleracea,Vegetables,,,Lalitpur,,,Raw,100 g edible part,,,4.20,,46.00,87.92,2.70,0.26,2.08,0.56,6.48,0.28,88.96,5.90,38.92,609.38,41.81,0.46,8437.67,47.77,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.26,HIGH,TRUE,Missing edible/inedible percent in table 6.1.
NFD-00084,"cabbage, green coronet",Brassica oleracea var. capitata,Vegetables,,green coronet,Lalitpur,,,Raw,100 g edible part,85.00,15.00,0.66,,22.00,91.22,0.53,0.06,0.53,0.80,6.86,0.86,50.63,0.34,38.13,225.09,11.56,0.14,270.00,15.59,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.27,HIGH,FALSE,
NFD-00085,"Cauliflower, Khumal jyapu",Brassica olearacea,Vegetables,,Khumal jyapu,Lalitpur,,,Raw,100 g edible part,100.00,0.00,0.45,,45.00,89.99,1.61,0.15,0.75,0.15,7.36,0.49,33.94,0.89,40.84,321.00,26.25,0.25,43.00,62.57,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.28,HIGH,TRUE,Name casing mismatch between tables
NFD-00086,"Cauliflower, Kathmandu local",Brassica olearacea,Vegetables,,Kathmandu local,Lalitpur,,,Raw,100 g edible part,100.00,0.00,0.53,,27.00,88.71,1.18,0.47,0.80,1.64,7.20,0.52,66.46,0.45,28.79,324.21,29.24,0.39,40.67,70.13,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.29,HIGH,FALSE,
NFD-00087,"Raddish, Nino arli",Raphanus sativus,Vegetables,,Nino arli,Lalitpur,,,Raw,100 g edible part,82.12,17.88,9.65,,26.00,90.13,0.80,0.05,0.85,1.12,7.05,0.38,50.26,0.35,27.45,271.43,20.00,0.18,24.33,12.23,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.30,HIGH,TRUE,Spelling variation: Nino arli vs Nino aril
NFD-00088,"Raddish, Piuthane rato mula",Raphanus sativus,Vegetables,,Piuthane rato mula,Lalitpur,,,Raw,100 g edible part,82.21,17.79,8.75,,17.00,89.81,1.36,0.06,1.08,1.76,5.93,0.75,41.66,0.53,18.67,246.61,19.41,0.17,19.67,15.62,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.31,HIGH,TRUE,"Spelling variation: Piuthane vs Puthane vs Peuthane. Listed as index 24 in table 6.1, should be 14."
NFD-00089,Chayote,Sechium edule,Vegetables,,,"Dhankutta,",,,Raw,100 g edible part,81.64,18.36,1.67,,25.00,91.74,1.03,0.06,0.41,0.68,6.08,0.70,21.43,0.57,37.29,112.59,1.03,0.09,21.33,9.33,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.32,HIGH,TRUE,Trailing comma in Collection area.
NFD-00090,Bottle gourd,Momordica charantia,Vegetables,,,"Lalitpur,",,,Raw,100 g edible part,94.10,5.90,1.07,,26.00,91.65,0.57,0.07,0.44,0.67,6.59,0.41,15.44,0.86,12.61,163.77,1.28,0.16,98.00,12.98,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.33,HIGH,TRUE,Trailing comma in Collection area.
NFD-00091,Colocasia tender Leaves,Colocasia esculenta,Vegetables,,,Lalitpur,,,Raw,100 g edible part,87.56,12.44,79.31,,30.00,84.05,3.08,1.19,2.15,3.01,6.53,0.35,218.56,3.85,70.85,398.30,9.90,0.68,25109.00,44.48,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.34,HIGH,FALSE,
NFD-00092,Mustard green,Brassica juncea,Vegetables,,,Lalitpur,,,Raw,100 g edible part,100.00,0.00,1.74,,16.00,88.12,2.51,0.24,1.73,2.85,4.54,0.09,205.27,9.62,29.14,404.15,18.66,0.62,5489.67,59.89,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.35,HIGH,FALSE,
NFD-00093,Pumpkin tender leaves,Cucurbita maxima,Vegetables,,,Lalitpur,,,Raw,100 g edible part,74.69,25.31,53.14,,42.00,84.43,4.42,0.67,2.27,1.77,6.44,0.11,209.89,2.45,72.76,418.80,10.43,0.86,7769.33,11.37,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.36,HIGH,FALSE,
NFD-00094,Chayote tender leaves,Sechium edule,Vegetables,,,Dhankutta,,,Raw,100 g edible part,95.01,4.99,47.69,,20.00,88.88,3.19,0.08,1.56,1.97,4.32,0.14,30.17,0.47,25.29,421.41,11.33,0.89,4547.00,26.30,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.37,HIGH,FALSE,
NFD-00095,"Tomato, Srijana",Solanum lycopersicum,Vegetables,,Srijana,Lalitpur,,,Raw,100 g edible part,99.76,0.24,1.06,,17.00,93.41,1.22,0.17,0.57,1.46,3.16,1.95,12.46,0.27,20.04,155.13,9.92,0.95,4348.67,28.80,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.38,HIGH,TRUE,Name casing mismatch.
NFD-00096,"Brinjal, Parwanipur 1",Solanum melongena,Vegetables,,Parwanipur 1,Bara,,,Raw,100 g edible part,93.58,6.42,2.99,,26.00,89.60,1.56,0.32,0.66,1.20,6.66,0.51,13.68,0.49,34.85,208.45,3.07,0.29,139.33,2.31,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.39,HIGH,FALSE,
NFD-00097,Asparagas,Asparagus officinalis,Vegetables,,,Bagmati,,,Raw,100 g edible part,94.11,5.89,37.56,,19.00,92.42,3.27,0.22,0.59,0.85,2.65,0.48,31.39,1.83,56.21,211.87,1.85,0.44,3499.00,22.81,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.40,HIGH,TRUE,Spelling variation: Asparagas vs Asparagus.
NFD-00098,"Tomato, Khumal 2",Solanum lycopersicum,Vegetables,,Khumal 2,Bagmati,,,Raw,100 g edible part,99.82,0.18,0.98,,18.00,93.38,0.84,0.25,0.51,0.70,4.32,1.15,8.83,0.22,19.18,188.06,9.14,0.10,4682.00,27.12,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.41,HIGH,FALSE,
NFD-00099,"Bitter gourd, patle",Momordica charantia,Vegetables,,patle,Bagmati,,,Raw,100 g edible part,98.92,1.08,5.85,,20.00,91.37,1.48,0.29,0.83,1.11,4.92,0.11,18.22,1.17,45.87,317.19,11.47,0.35,452.33,43.86,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.42,HIGH,FALSE,
NFD-00100,"Sponge gourd, New Narayani",Luffa aegyptiaca,Vegetables,,New Narayani,Bagmati,,,Raw,100 g edible part,93.18,6.82,12.23,,23.00,92.95,1.20,0.17,0.30,0.35,5.03,0.39,27.09,0.83,36.73,182.11,7.41,0.29,78.00,7.09,100 g edible part,Nepal Food Composition Database,2024,"40, 48, 49","Table 6.1, Table 6.2, Table 6.3",Figure 5.43,HIGH,FALSE,
